q0022,,,,,,q0022,What best describes your present housing status? (Check one)
,,Value,Count,Percent,,,
Standard Attributes,Position,114,,,,,
,Label,What best describes your present housing status? (Check one),,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Renter,1977,39.0%,,,
,2,Homeowner,1721,33.9%,,,
,3,Homeowner – foreclosed,50,1.0%,,,
,4,Live with parents,358,7.1%,,,
,5,Homeless,57,1.1%,,,
Missing Values,999,No answer,911,18.0%,,,
,,,,,,,
q0022_other,,,,,,,
,,Value,,,,,
Standard Attributes,Position,115,,,,,
,Label,Other (please specify),,,,,
,Type,String,,,,,
,Format,A371,,,,,
,Measurement,Nominal,,,,,
,,,,,,,
q0023,,,,,,q0023,What is your marital status? (check one)
,,Value,Count,Percent,,,
Standard Attributes,Position,116,,,,,
,Label,What is your marital status? (check one),,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,0,Other (please specify),186,3.7%,,,
,1,Single,1639,32.3%,,,
,2,Have partner/Married,2017,39.8%,,,
,3,Divorced,469,9.2%,,,
Missing Values,999,No answer,763,15.0%,,,
,,,,,,,
q0023_other,,,,,,q0023_other,Other (please specify)
,,Value,Count,Percent,,,
Standard Attributes,Position,117,,,,,
,Label,Other (please specify),,,,,
,Type,String,,,,,
,Format,A97,,,,,
,Measurement,Nominal,,,,,
Valid Values, ,,4888,96.3%,,,
,0,,1,.0%,,,
,blah,,1,.0%,,,
,boyfriend,,2,.0%,,,
,Boyfriend,,1,.0%,,,
,Boyfriend and non-girlfriend,,1,.0%,,,
,cant get legally married yet in my region according to my practices of polyamoury so fuck em.,,1,.0%,,,
,"children w/ significant other, not married.",,1,.0%,,,
,committed,,1,.0%,,,
,committed love and domestic partnership. will not marry until equal marriage is available to all.,,1,.0%,,,
,Committed relationship,,2,.0%,,,
,"committed relationship, not getting married",,1,.0%,,,
,complicated,,1,.0%,,,
,considering divorce,,1,.0%,,,
,de facto,,1,.0%,,,
,decline,,1,.0%,,,
,decline to state,,1,.0%,,,
,Decline to state,,1,.0%,,,
,Decline to state (none of your business),,1,.0%,,,
,Disagree with Marital Status Questions,,1,.0%,,,
,divorced widow,,1,.0%,,,
,domestic partner,,2,.0%,,,
,Domestic partner in polyamorous relationship,,1,.0%,,,
,domestic partnership,,1,.0%,,,
,Domestic Partnership,,1,.0%,,,
,don't believe in marriage,,1,.0%,,,
,Dont do marrage,,1,.0%,,,
,engaged,,1,.0%,,,
,Engaged,,4,.1%,,,
,estranged,,1,.0%,,,
,Free,,1,.0%,,,
,free...,,1,.0%,,,
,girlfriend?,,1,.0%,,,
,going steady with my goat,,1,.0%,,,
,Happily Married,,1,.0%,,,
,Have deported Husband,,1,.0%,,,
,have girlfriend,,1,.0%,,,
,"Have long-term partner; not married, not living together",,1,.0%,,,
,have partner - not married,,1,.0%,,,
,Have partner but not married,,1,.0%,,,
,have partner. hate marriage. ugh.,,1,.0%,,,
,have partner/against marriage,,1,.0%,,,
,heaven knows or keeps track,,1,.0%,,,
,hetro life parnership,,1,.0%,,,
,How can knowing this help?(Divorced=single),,1,.0%,,,
,I am 13 years old,,1,.0%,,,
,i hate div/single have been div 30 yrs~single ?,,1,.0%,,,
,in a long term relationship,,1,.0%,,,
,in a relationship,,3,.1%,,,
,In a relationship,,2,.0%,,,
,In relationship,,1,.0%,,,
,It's complicated,,1,.0%,,,
,Legally Separated,,1,.0%,,,
,"life partner, not married yet",,1,.0%,,,
,Live with two other people,,1,.0%,,,
,living together,,1,.0%,,,
,Living with partner,,1,.0%,,,
,long term partnership,,1,.0%,,,
,LTR,,1,.0%,,,
,Marital status is either married or not - no in between guys.,,1,.0%,,,
,Married,,1,.0%,,,
,married and separated,,1,.0%,,,
,married seperated,,1,.0%,,,
,"met boyfriend at occupation, broke up at occupation.",,1,.0%,,,
,Monogamous relationship,,1,.0%,,,
,Multiple,,1,.0%,,,
,na,,1,.0%,,,
,Open Love,,1,.0%,,,
,open relationship,,1,.0%,,,
,other,,1,.0%,,,
,out of state GF,,1,.0%,,,
,partner deceased,,1,.0%,,,
,"partner, not married",,1,.0%,,,
,"Partnered (do not want to be called """"married"""")",,1,.0%,,,
,partnered but not married,,1,.0%,,,
,Partnered but unmarried,,1,.0%,,,
,Partnered.  Not slash Married.,,1,.0%,,,
,permanently separated,,1,.0%,,,
,polyamorous,,1,.0%,,,
,Private,,1,.0%,,,
,private not applicable to reality,,1,.0%,,,
,recent;y separated,,1,.0%,,,
,recently separated from unmarried partner,,1,.0%,,,
,self-married (schizophrenic),,1,.0%,,,
,separated,,6,.1%,,,
,Separated,,6,.1%,,,
,Separated for last 16 years.,,1,.0%,,,
,seperated,,4,.1%,,,
,Seperated,,2,.0%,,,
,Seperated but can't afford divorce,,1,.0%,,,
,seperated but need money for divorce,,1,.0%,,,
,"Seperated, trying to divorce but can't afford it.",,1,.0%,,,
,share home with ex spouse,,1,.0%,,,
,sharing house,,1,.0%,,,
,single lesbian - can't get married so marital status doesn't fit,,1,.0%,,,
,Single Mom,,1,.0%,,,
,"single parent, never married",,1,.0%,,,
,Single/separated ltr with grown step kids,,1,.0%,,,
,Singularity,,1,.0%,,,
,spousal equivelant,,1,.0%,,,
,stupid question. divorced=single,,1,.0%,,,
,"Successfully Single, Marriage is a Debt-Slavery Trap",,1,.0%,,,
,tri-generational poly,,1,.0%,,,
,unmarried,,1,.0%,,,
,"Unmarried, not single. That middle choice implies that if you could be married, you would.",,1,.0%,,,
,Vowed Religious,,1,.0%,,,
,W,,1,.0%,,,
,widdower,,1,.0%,,,
,widow,,12,.2%,,,
,Widow,,6,.1%,,,
,widowed,,20,.4%,,,
,Widowed,,11,.2%,,,
,widower,,1,.0%,,,
,Widower,,2,.0%,,,
,"widower, but live with another widow",,1,.0%,,,
,With someone.,,1,.0%,,,
,Withheld,,1,.0%,,,
,young widow :(,,1,.0%,,,
,,,,,,,
q0024_0001,,,,,,q0024_0001,What best describes your employment status during the last month? (check all that apply)
,,Value,Count,Percent,,,
Standard Attributes,Position,105,,,,,
,Label,What best describes your employment status during the last month? (check all that apply),,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Temp/Per-diem,67,1.3%,,,
,999,No answer,5007,98.7%,,,
,,,,,,,
q0024_0002,,,,,,q0024_0002,Adults (over 18 years of age):
,,Value,Count,Percent,,,
Standard Attributes,Position,119,,,,,
,Label,Adults (over 18 years of age):,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Scale,,,,,
N,Valid,2411,,,,,
,Missing,2663,,,,,
Central Tendency and Dispersion,Mean,1.56,,,,,
,Standard Deviation,1.239,,,,,
,Percentile 25,1.00,,,,,
,Percentile 50,1.00,,,,,
,Percentile 75,2.00,,,,,
Labeled Values,999,No answer,1698,33.5%,,,
,,,,,,,
q0025,,,,,,q0025,Do you identify as (check one): 
,,Value,Count,Percent,,,
Standard Attributes,Position,120,,,,,
,Label,Do you identify as (check one): ,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Working class,1192,23.5%,,,
,2,Lower middle class,784,15.5%,,,
,3,Middle class,1489,29.3%,,,
,4,Upper middle class,503,9.9%,,,
,5,Upper class,50,1.0%,,,
Missing Values,999,No answer,1056,20.8%,,,
,,,,,,,
q0025_other,,,,,,,
,,Value,,,,,
Standard Attributes,Position,121,,,,,
,Label,Other (please specify),,,,,
,Type,String,,,,,
,Format,A376,,,,,
,Measurement,Nominal,,,,,
,,,,,,,
q0026,,,,,,q0026,"Do you live in the U.S.? If you are living elsewhere temporarily, select Yes. 

"
,,Value,Count,Percent,,,
Standard Attributes,Position,122,,,,,
,Label,"Do you live in the U.S.? If you are living elsewhere temporarily, select Yes. 

",,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Yes,3715,73.2%,,,
,2,No,618,12.2%,,,
,999,No answer,741,14.6%,,,
,,,,,,,
q0027_0001,,,,,,q0027_0001,"Postal code, if applicable"
,,Value,Count,Percent,,,
Standard Attributes,Position,123,,,,,
,Label,"Postal code, if applicable",,,,,
,Type,String,,,,,
,Format,A40,,,,,
,Measurement,Nominal,,,,,
Valid Values, ,,4873,96.0%,,,
,-,,2,.0%,,,
,?,,1,.0%,,,
,1000,,1,.0%,,,
,1010,,1,.0%,,,
,10125,,1,.0%,,,
,10600,,1,.0%,,,
,10xxx,,1,.0%,,,
,110054,,1,.0%,,,
,1106190,,1,.0%,,,
,11152,,1,.0%,,,
,11217,,1,.0%,,,
,11218,,2,.0%,,,
,11220,,1,.0%,,,
,1131,,1,.0%,,,
,1223,,1,.0%,,,
,14100,,1,.0%,,,
,17253,,1,.0%,,,
,1850,,1,.0%,,,
,18517,,1,.0%,,,
,1854,,1,.0%,,,
,2000,,2,.0%,,,
,20146,,1,.0%,,,
,2016,,1,.0%,,,
,2017,,1,.0%,,,
,2024,,1,.0%,,,
,2031,,1,.0%,,,
,2035,,1,.0%,,,
,2042,,1,.0%,,,
,20539,,1,.0%,,,
,2213,,1,.0%,,,
,2220,,1,.0%,,,
,2226,,1,.0%,,,
,22310,,1,.0%,,,
,2300,,1,.0%,,,
,24000,,1,.0%,,,
,2450SV,,1,.0%,,,
,2710,,1,.0%,,,
,27510,,1,.0%,,,
,27514,,1,.0%,,,
,27600,,1,.0%,,,
,2774,,1,.0%,,,
,28029,,1,.0%,,,
,28410,,1,.0%,,,
,28621,,1,.0%,,,
,3000,,4,.1%,,,
,3011,,1,.0%,,,
,3012,,1,.0%,,,
,3013,,1,.0%,,,
,3029,,2,.0%,,,
,3039,,1,.0%,,,
,3051,,1,.0%,,,
,3054,,1,.0%,,,
,3055,,1,.0%,,,
,3056,,2,.0%,,,
,3057,,1,.0%,,,
,3058,,1,.0%,,,
,3068,,5,.1%,,,
,3071,,1,.0%,,,
,3130,,1,.0%,,,
,3136,,1,.0%,,,
,3142,,1,.0%,,,
,3158,,1,.0%,,,
,3163,,1,.0%,,,
,3183,,1,.0%,,,
,3184,,1,.0%,,,
,3195,,1,.0%,,,
,3201,,1,.0%,,,
,331,,1,.0%,,,
,3350,,1,.0%,,,
,34000,,1,.0%,,,
,34295,,1,.0%,,,
,3450,,1,.0%,,,
,35018,,1,.0%,,,
,3550,,1,.0%,,,
,3600,,2,.0%,,,
,3616,,1,.0%,,,
,3660,,1,.0%,,,
,370,,1,.0%,,,
,3700,,1,.0%,,,
,37206,,1,.0%,,,
,3781,,1,.0%,,,
,4000,,1,.0%,,,
,40026,,1,.0%,,,
,40100,,1,.0%,,,
,40520,,1,.0%,,,
,4068,,1,.0%,,,
,4123,,1,.0%,,,
,4505,,1,.0%,,,
,4515,,1,.0%,,,
,4565,,1,.0%,,,
,4575,,1,.0%,,,
,45915,,1,.0%,,,
,4701,,1,.0%,,,
,47404,,1,.0%,,,
,47909,,1,.0%,,,
,4812,,1,.0%,,,
,48202,,1,.0%,,,
,500,,1,.0%,,,
,5000,,2,.0%,,,
,5013,,1,.0%,,,
,5051,,1,.0%,,,
,52335,,1,.0%,,,
,530,,1,.0%,,,
,53113,,1,.0%,,,
,53715,,1,.0%,,,
,6000,,1,.0%,,,
,6005,,1,.0%,,,
,6007,,1,.0%,,,
,6011,,3,.1%,,,
,6012,,1,.0%,,,
,6020,,2,.0%,,,
,60202,,1,.0%,,,
,6025,,1,.0%,,,
,6051,,1,.0%,,,
,6056,,1,.0%,,,
,60622,,1,.0%,,,
,6156,,1,.0%,,,
,619-902,,1,.0%,,,
,6324,,2,.0%,,,
,66140,,1,.0%,,,
,7004,,1,.0%,,,
,72250,,1,.0%,,,
,75261,,1,.0%,,,
,75758,,1,.0%,,,
,77027,,1,.0%,,,
,7945,,1,.0%,,,
,8000,,1,.0%,,,
,8001,,1,.0%,,,
,8010,,1,.0%,,,
,8011,,1,.0%,,,
,8021,,1,.0%,,,
,8038,,1,.0%,,,
,8053,,1,.0%,,,
,86001,,1,.0%,,,
,86322,,1,.0%,,,
,87108,,1,.0%,,,
,89502,,1,.0%,,,
,90018,,1,.0%,,,
,90050-175,,1,.0%,,,
,9010,,1,.0%,,,
,9015,,1,.0%,,,
,90520,,1,.0%,,,
,92507,,1,.0%,,,
,93345,,1,.0%,,,
,94607,,1,.0%,,,
,94608,,1,.0%,,,
,94609,,1,.0%,,,
,94618,,1,.0%,,,
,94920,,1,.0%,,,
,95033,,1,.0%,,,
,95616,,1,.0%,,,
,95616/91403,,1,.0%,,,
,96778,,1,.0%,,,
,97405,,1,.0%,,,
,98405,,1,.0%,,,
,98632,,1,.0%,,,
,a1b xxx,,1,.0%,,,
,APO AE 09123,,1,.0%,,,
,Asan-si Sount Korea,,1,.0%,,,
,australia,,1,.0%,,,
,BS3,,1,.0%,,,
,Cork,,1,.0%,,,
,decline to provide,,1,.0%,,,
,DL3 .....,,1,.0%,,,
,Dublin 7,,1,.0%,,,
,e5,,1,.0%,,,
,EH26,,1,.0%,,,
,Florence,,1,.0%,,,
,H3w,,1,.0%,,,
,Limerick,,1,.0%,,,
,n/a,,2,.0%,,,
,N16,,1,.0%,,,
,n2l2t2,,1,.0%,,,
,n6,,1,.0%,,,
,NA,,1,.0%,,,
,None,,1,.0%,,,
,Private,,1,.0%,,,
,"S33, England",,1,.0%,,,
,sp10,,1,.0%,,,
,T5H,,1,.0%,,,
,vic 3153,,1,.0%,,,
,Why are you collecting this information?,,1,.0%,,,
,,,,,,,
q0027_0002,,,,,,,
,,Value,,,,,
Standard Attributes,Position,124,,,,,
,Label,City,,,,,
,Type,String,,,,,
,Format,A32,,,,,
,Measurement,Nominal,,,,,
,,,,,,,
q0027_0003,,,,,,q0027_0003,Country
,,Value,Count,Percent,,,
Standard Attributes,Position,125,,,,,
,Label,Country,,,,,
,Type,String,,,,,
,Format,A50,,,,,
,Measurement,Nominal,,,,,
Valid Values, ,,4493,88.5%,,,
,Alberta,,3,.1%,,,
,Argentina,,1,.0%,,,
,Auatralia,,1,.0%,,,
,Aus,,1,.0%,,,
,australia,,10,.2%,,,
,Australia,,70,1.4%,,,
,AUSTRALIA,,2,.0%,,,
,Australia.,,1,.0%,,,
,Austria,,3,.1%,,,
,Bangladesh,,1,.0%,,,
,bc,,2,.0%,,,
,BC,,2,.0%,,,
,Belgi&#235;,,1,.0%,,,
,belgium,,1,.0%,,,
,Belgium,,6,.1%,,,
,blah,,1,.0%,,,
,Bolivia,,1,.0%,,,
,brasil,,1,.0%,,,
,Brazil,,1,.0%,,,
,Britain,,1,.0%,,,
,Bulgaria,,2,.0%,,,
,CA,,1,.0%,,,
,Cabada,,1,.0%,,,
,Camada,,1,.0%,,,
,canada,,22,.4%,,,
,Canada,,171,3.4%,,,
,CANADA,,3,.1%,,,
,Canada (U.S. Citizen moved here during Bush years),,1,.0%,,,
,canda,,1,.0%,,,
,"Catalonia, Spain",,1,.0%,,,
,Chile,,1,.0%,,,
,china,,1,.0%,,,
,Cook,,1,.0%,,,
,Costa Rica,,1,.0%,,,
,Cuba,,1,.0%,,,
,Czech Republic,,1,.0%,,,
,Danmark,,2,.0%,,,
,Davidson,,1,.0%,,,
,decline to state,,1,.0%,,,
,Denmark,,3,.1%,,,
,Egypt,,1,.0%,,,
,Eire,,1,.0%,,,
,england,,8,.2%,,,
,England,,13,.3%,,,
,"England, UK (but usually in Canada)",,1,.0%,,,
,Finland,,8,.2%,,,
,france,,2,.0%,,,
,France,,3,.1%,,,
,FRANCE,,1,.0%,,,
,germany,,1,.0%,,,
,Germany,,7,.1%,,,
,GERMANY,,1,.0%,,,
,Greece,,2,.0%,,,
,Hungary,,1,.0%,,,
,in,,1,.0%,,,
,India,,2,.0%,,,
,ireland,,2,.0%,,,
,Ireland,,7,.1%,,,
,Italy,,4,.1%,,,
,Japan,,1,.0%,,,
,Lebanon,,2,.0%,,,
,Lithuania,,3,.1%,,,
,Malaysia,,1,.0%,,,
,Mexico,,4,.1%,,,
,MEXICO,,1,.0%,,,
,mi,,1,.0%,,,
,NC,,1,.0%,,,
,"NC, USA/Germany",,1,.0%,,,
,netherlands,,1,.0%,,,
,Netherlands,,4,.1%,,,
,new zealand,,2,.0%,,,
,New Zealand,,16,.3%,,,
,New Zealandforty five,,1,.0%,,,
,Nottinghamshire,,1,.0%,,,
,Nova Scotia,,1,.0%,,,
,Oregon,,1,.0%,,,
,Pakistan,,1,.0%,,,
,Poland,,2,.0%,,,
,Russia,,1,.0%,,,
,Saudi Arabia,,1,.0%,,,
,Scotland,,4,.1%,,,
,"Scotland, UK",,2,.0%,,,
,Serbia,,1,.0%,,,
,South Africa,,3,.1%,,,
,South Korea,,2,.0%,,,
,Spain,,5,.1%,,,
,SPAIN,,1,.0%,,,
,Sri Lanka,,1,.0%,,,
,St. Kitts and Nevis,,1,.0%,,,
,Sweden,,3,.1%,,,
,Switzerland,,3,.1%,,,
,Taiwan,,1,.0%,,,
,Thailand,,1,.0%,,,
,The Czech Republic,,1,.0%,,,
,the Netherlands,,2,.0%,,,
,The Netherlands,,1,.0%,,,
,Tippecanoe,,1,.0%,,,
,Turkey,,1,.0%,,,
,u.k,,1,.0%,,,
,U.K.,,1,.0%,,,
,U.S.A.,,1,.0%,,,
,uk,,5,.1%,,,
,Uk,,2,.0%,,,
,UK,,36,.7%,,,
,United kingdom,,2,.0%,,,
,United Kingdom,,20,.4%,,,
,United States,,8,.2%,,,
,Universe,,1,.0%,,,
,US,,1,.0%,,,
,usa,,3,.1%,,,
,Usa,,1,.0%,,,
,USA,,21,.4%,,,
,wales,,1,.0%,,,
,Wales,,1,.0%,,,
,Wales. UK.,,1,.0%,,,
,Western Australia,,1,.0%,,,
,,,,,,,
q0028,,,,,,q0028,How many years of education have you completed?
,,Value,Count,Percent,,,
Standard Attributes,Position,126,,,,,
,Label,How many years of education have you completed?,,,,,
,Type,String,,,,,
,Format,A259,,,,,
,Measurement,Nominal,,,,,
Valid Values, ,,4494,88.6%,,,
,-,,1,.0%,,,
,1,,3,.1%,,,
,1 Semester of College,,1,.0%,,,
,1 year of college,,1,.0%,,,
,1 year of University,,1,.0%,,,
,1 year post secondary,,1,.0%,,,
,10,,12,.2%,,,
,10 years of university,,1,.0%,,,
,100,,1,.0%,,,
,11,,10,.2%,,,
,11 years ( in postsecondary),,1,.0%,,,
,11 years school + 2 years college,,1,.0%,,,
,11+,,1,.0%,,,
,12,,30,.6%,,,
,12 + college degree,,1,.0%,,,
,12 y6ears,,1,.0%,,,
,"12 years,",,1,.0%,,,
,12+,,1,.0%,,,
,13,,22,.4%,,,
,13 years,,1,.0%,,,
,"13 years (Primary school, High school and 1 year of tafe.",,1,.0%,,,
,13+,,1,.0%,,,
,14,,26,.5%,,,
,14 years,,1,.0%,,,
,14 years (highschool + 2 years university),,1,.0%,,,
,15,,42,.8%,,,
,15 ?,,1,.0%,,,
,16,,57,1.1%,,,
,16 - 17,,1,.0%,,,
,16 years,,1,.0%,,,
,16.  (Have BA),,1,.0%,,,
,17,,28,.6%,,,
,18,,36,.7%,,,
,18 years,,1,.0%,,,
,18+,,1,.0%,,,
,19,,10,.2%,,,
,2,,5,.1%,,,
,2 years college,,1,.0%,,,
,2 years of University,,1,.0%,,,
,2 yrs university,,1,.0%,,,
,20,,33,.7%,,,
,20 = PhD,,1,.0%,,,
,20 years,,1,.0%,,,
,20+,,2,.0%,,,
,21,,9,.2%,,,
,21 (7 years of post-secondary),,1,.0%,,,
,22,,13,.3%,,,
,23,,5,.1%,,,
,24,,5,.1%,,,
,25,,3,.1%,,,
,26,,1,.0%,,,
,27,,1,.0%,,,
,28,,1,.0%,,,
,29,,2,.0%,,,
,3,,5,.1%,,,
,3  college,,1,.0%,,,
,3 + high school,,1,.0%,,,
,3 post secondary,,1,.0%,,,
,3 years College,,1,.0%,,,
,3 years college(cegep),,1,.0%,,,
,3 years of an undergraduate degree,,1,.0%,,,
,30,,2,.0%,,,
,"33 years of self-education, got a master degree in human geography",,1,.0%,,,
,4,,8,.2%,,,
,4 post secondary,,1,.0%,,,
,4 university 5 graduate,,1,.0%,,,
,4 year undergraduate degree,,1,.0%,,,
,4 years at uni,,1,.0%,,,
,4 years of college,,1,.0%,,,
,4 years post secondary,,1,.0%,,,
,4 years post-secondary,,2,.0%,,,
,4 yr post grad,,1,.0%,,,
,4-year BA,,1,.0%,,,
,41255,,1,.0%,,,
,4year University Degree,,1,.0%,,,
,"4yr bach, 1yr certification training, Masters in-process (part-time)",,1,.0%,,,
,5,,8,.2%,,,
,5 years,,1,.0%,,,
,"5 years after school years. 17 years altogether in my life. What for? they kept on telling my to keep achieving something. when in actual fact, i get by using the gifts i was given at birth. i was born an imagination to learn my to survive by painting cancas.",,1,.0%,,,
,5+ post-secondary,,1,.0%,,,
,6,,7,.1%,,,
,6 post secondary,,1,.0%,,,
,6 since high school,,1,.0%,,,
,6.5 tertiary,,1,.0%,,,
,62,,1,.0%,,,
,63,,1,.0%,,,
,7,,9,.2%,,,
,8,,6,.1%,,,
,8 years at University,,1,.0%,,,
,8 years university,,1,.0%,,,
,9,,2,.0%,,,
,"a life's worth, but you probably mean within the education system. Didn't finish HS.",,1,.0%,,,
,A lot.,,1,.0%,,,
,All my life,,1,.0%,,,
,all of high school. 5 undergraduate. 2.5 graduate (7.5 post secondary),,1,.0%,,,
,"All of school, 3 years university (social work)",,1,.0%,,,
,B.A.,,1,.0%,,,
,B.A. in History &amp; Anthro. with some grad school,,1,.0%,,,
,BA,,1,.0%,,,
,BA - psych,,1,.0%,,,
,Bachelor's degree,,1,.0%,,,
,Bachelor's Degree,,1,.0%,,,
,"badly worded question, but I have done six years of undergraduate study",,1,.0%,,,
,c.20+,,1,.0%,,,
,college,,2,.0%,,,
,College,,5,.1%,,,
,college degree,,2,.0%,,,
,College Degree,,1,.0%,,,
,college diploma,,1,.0%,,,
,Competed tertiary certificate but not degree,,1,.0%,,,
,completed bachelor's degree,,1,.0%,,,
,completing BA (hons) this year,,1,.0%,,,
,currently in last year of undergraduate degree,,1,.0%,,,
,decline to provide,,1,.0%,,,
,decline to state,,1,.0%,,,
,dont know what you mean with 'education': primary? secondary? life long? professional?,,1,.0%,,,
,"Erm... no idea. Besides the years of mando schooling that makes up American education, I did a year of college, a year and a half of military training, etc... hard to pin it down.",,1,.0%,,,
,forty five,,1,.0%,,,
,Grade 12,,2,.0%,,,
,"Grade primary-12, 1 semester university",,1,.0%,,,
,Half a year of University.,,1,.0%,,,
,"Have a Degree, so lots",,1,.0%,,,
,High School,,3,.1%,,,
,High School + 6 post-secondary,,1,.0%,,,
,high school and 3 years of college,,1,.0%,,,
,High School equivalent,,1,.0%,,,
,"High school, and 2 year university",,1,.0%,,,
,High School. Two Years University,,1,.0%,,,
,Highest degree earned:  Ph.D. (aproximately 10 years of university),,1,.0%,,,
,highschool,,1,.0%,,,
,"highschool, plus 1 year college",,1,.0%,,,
,In my 1st year of PhD now,,1,.0%,,,
,in total? elementary+secondary+BA+currently completing MA,,1,.0%,,,
,J.D. (law school in U.S.),,1,.0%,,,
,loads!,,1,.0%,,,
,many,,2,.0%,,,
,Many,,1,.0%,,,
,Master,,1,.0%,,,
,master degree (don't know from where do i have to start counting),,1,.0%,,,
,Master of Arts,,2,.0%,,,
,Masters,,1,.0%,,,
,Masters degree,,3,.1%,,,
,Masters Degree,,3,.1%,,,
,masters engineering   21yrs,,1,.0%,,,
,My whole life? over 20,,1,.0%,,,
,"Obtaining Second BSc, physics. Have one in Computer Science",,1,.0%,,,
,Ph.D,,1,.0%,,,
,ph.d.,,1,.0%,,,
,phd,,2,.0%,,,
,PhD,,3,.1%,,,
,phd (18?),,1,.0%,,,
,Post doc,,1,.0%,,,
,post secondary,,1,.0%,,,
,Post Secondary College Diploma,,1,.0%,,,
,post secondary? 11,,1,.0%,,,
,post secondary? if so: 5,,1,.0%,,,
,"Post-secondary, 3 years",,1,.0%,,,
,Post-secondary? About 10 years.,,1,.0%,,,
,POSTGRAD,,1,.0%,,,
,Postgraduate,,1,.0%,,,
,"Postgraduate diploma, 2 bachelor degrees, highschool- 19 years",,1,.0%,,,
,six,,1,.0%,,,
,Some,,1,.0%,,,
,Some college,,2,.0%,,,
,Studied until 23. so...18? University and post grad.,,1,.0%,,,
,tertiary,,1,.0%,,,
,Tertiary Level,,1,.0%,,,
,till age 20.,,1,.0%,,,
,too many,,1,.0%,,,
,too many and not enough at the same time,,1,.0%,,,
,"Too many to count (including grade school, 22)",,1,.0%,,,
,Undergrad Degree,,1,.0%,,,
,undergraduate,,1,.0%,,,
,undergraduate degree,,1,.0%,,,
,Undergraduate degree,,1,.0%,,,
,"Undergraduate degree, incompleted MA (ran out of money and loans)",,1,.0%,,,
,University,,3,.1%,,,
,University Degree,,1,.0%,,,
,university graduate,,1,.0%,,,
,university undergraduate,,1,.0%,,,
,way too many.,,1,.0%,,,
,"well im over thirty and havent stopped learning yet, but in a HE setting 2 years.",,1,.0%,,,
,"well, im 29...so.29? or almost PGCE",,1,.0%,,,
,Year 11,,1,.0%,,,
,"year 12, 1 year of tafe",,1,.0%,,,
,yr 12,,1,.0%,,,
,,,,,,,
q0029_0001,,,,,,,
,,Value,,,,,
Standard Attributes,Position,127,,,,,
,Label,Housing income:,,,,,
,Type,String,,,,,
,Format,A43,,,,,
,Measurement,Nominal,,,,,
,,,,,,,
q0029_0002,,,,,,q0029_0002,Name of currency:
,,Value,Count,Percent,,,
Standard Attributes,Position,128,,,,,
,Label,Name of currency:,,,,,
,Type,String,,,,,
,Format,A41,,,,,
,Measurement,Nominal,,,,,
Valid Values, ,,4570,90.1%,,,
,-,,2,.0%,,,
,"""name""",,1,.0%,,,
,&#163;,,4,.1%,,,
,&#163; GB,,1,.0%,,,
,&#163; Sterling,,1,.0%,,,
,$,,2,.0%,,,
,$AU,,2,.0%,,,
,$AUD,,2,.0%,,,
,$CAD,,2,.0%,,,
,$CDN,,1,.0%,,,
,$NZ,,1,.0%,,,
,€,,2,.0%,,,
,A$,,1,.0%,,,
,au,,1,.0%,,,
,AU,,1,.0%,,,
,au dollar,,1,.0%,,,
,AU Dollar,,1,.0%,,,
,AU$,,1,.0%,,,
,Aud,,1,.0%,,,
,AUD,,23,.5%,,,
,Aus,,1,.0%,,,
,Aus dollar,,1,.0%,,,
,Aus Dollar,,1,.0%,,,
,aus dollars,,1,.0%,,,
,Aus$,,1,.0%,,,
,Australian,,3,.1%,,,
,australian dollar,,1,.0%,,,
,Australian dollar,,7,.1%,,,
,Australian Dollar,,5,.1%,,,
,Australian dollar.,,1,.0%,,,
,australian dollars,,1,.0%,,,
,Australian dollars,,4,.1%,,,
,Australian Dollars,,6,.1%,,,
,BGN,,2,.0%,,,
,British Pound,,1,.0%,,,
,British pounds,,2,.0%,,,
,British Pounds,,2,.0%,,,
,buttons,,1,.0%,,,
,ca,,1,.0%,,,
,CA,,1,.0%,,,
,CA $,,1,.0%,,,
,cad,,3,.1%,,,
,Cad,,1,.0%,,,
,CAD,,28,.6%,,,
,CAN,,1,.0%,,,
,Can$,,1,.0%,,,
,CAN$,,1,.0%,,,
,canadian,,6,.1%,,,
,Canadian,,24,.5%,,,
,Canadian (CAD),,1,.0%,,,
,canadian dollar,,8,.2%,,,
,Canadian dollar,,9,.2%,,,
,Canadian Dollar,,18,.4%,,,
,Canadian Dollar &amp; U.S.$,,1,.0%,,,
,canadian dollars,,5,.1%,,,
,Canadian dollars,,12,.2%,,,
,Canadian Dollars,,8,.2%,,,
,Canadian Dollaz,,1,.0%,,,
,Canadian- husband and my combined income.,,1,.0%,,,
,Canadian.,,1,.0%,,,
,cdn,,4,.1%,,,
,Cdn,,1,.0%,,,
,CDN,,7,.1%,,,
